country,name,full_name,isin,currency,symbol,Type,Avg_Volume,Recommendation
brazil,FII HG REAL,FII HG REAL,BRHGRECTF006,BRL,HGRE11,FII/Unit,13355.0,none
brazil,Thermo Fisher Scientific,Thermo Fisher Scientific Inc,BRTMOSBDR007,BRL,TMOS34,BDR,12794.0,none
brazil,Oracle Corp BDR,Oracle Corp BDR,BRORCLBDR007,BRL,ORCL34,BDR,12764.0,none
brazil,TRIUNFO PART ON,TRIUNFO PART ON NM,BRTPISACNOR8,BRL,TPIS3,ON,12703.0,none
brazil,PepsiCo Inc BDR,PepsiCo Inc BDR,BRPEPBBDR005,BRL,PEPB34,BDR,12382.0,none
brazil,Qualcomm Inc BDR,Qualcomm Inc BDR,BRQCOMBDR007,BRL,QCOM34,BDR,12300.0,none
brazil,Fuente Internacional de Servicios para Turistas,Fuente Internacional de Servicios para Turistas Ltd,BRFSTUCTF015,BRL,FSTU11,FII/Unit,12000.0,none
brazil,GP Invest DRC A,GP Investments Ltd DRC Class A,BRGPIVBDR003,BRL,GPIV33,BDR,11523.0,none
brazil,ENERGISA PN,Energisa SA,BRENGIACNPR7,BRL,ENGI4,PN,11150.0,none
brazil,FII HABIT II,HABITAT II - FUNDO DE INVESTIMENTO IMOBILIARIO,BRHABTCTF001,BRL,HABT11,FII/Unit,10999.0,none
brazil,Alphabet C BDR,Alphabet Inc C BDR,BRGOGLBDR019,BRL,GOGL35,BDR,10719.0,none
brazil,Charles Schwab,Charles Schwab Corp,BRSCHWBDR006,BRL,SCHW34,BDR,10581.0,none
brazil,Fundo Investimento Imobil Merito,Fundo Investimento Imobil Merito,BRMFIICTF008,BRL,MFII11,FII/Unit,10547.0,none
brazil,FII Green Towers,FII Green Towers,BRGTWRCTF003,BRL,GTWR11,FII/Unit,10439.0,none
brazil,Transocean,Transocean Inc,BRRIGGBDR000,BRL,RIGG34,BDR,10301.0,none
brazil,Alupar Invest Pref,Alupar Investimento SA Pref,BRALUPACNPR5,BRL,ALUP4,PN,10114.0,none
brazil,GRAZZIOTIN PN,Grazziotin SA,BRCGRAACNPR9,BRL,CGRA4,PN,9595.0,none
brazil,MasterCard Inc BDR,MasterCard Inc BDR,BRMSCDBDR006,BRL,MSCD34,BDR,9557.0,none
brazil,CEB,Companhia Energetica de Brasilia CEB,BRCEBRACNOR5,BRL,CEBR3,ON,9389.0,none
brazil,ALPARGATAS ON,Alpargatas SA,BRALPAACNOR0,BRL,ALPA3,ON,9237.0,none
brazil,Chevron Corp BDR,Chevron Corp BDR,BRCHVXBDR008,BRL,CHVX34,BDR,9137.0,none
brazil,Rio Bravo IFIX,Rio Bravo IFIX,BRRBFFCTF008,BRL,RBFF11,FII/Unit,9072.0,none
brazil,COELCE PNA,Cia Energetica do Ceara,BRCOCEACNPA3,BRL,COCE5,PNA,8925.0,none
brazil,ROSSI RESID ON,Rossi Residencial SA,BRRSIDACNOR8,BRL,RSID3,ON,8910.0,none
brazil,Freeport Mcmoran Copper Gold Inc,Freeport Mcmoran Copper Gold Inc BD,BRFCXOBDR007,BRL,FCXO34,BDR,8660.0,none
brazil,METISA Pref,METISA Metalurgica Timboense SA Pref,BRMTSAACNPR9,BRL,MTSA4,PN,8626.0,none
brazil,Banco da Amazonia SA ON,Banco da Amazonia SA ON,BRBAZAACNOR0,BRL,BAZA3,ON,8570.0,none
brazil,FII Rio Bravo Renda Corporativa,FII Rio Bravo Renda Corporativa,BRFFCICTF005,BRL,RCRB11,FII/Unit,8438.0,none
brazil,Bombril,Bombril SA,BRBOBRACNPR3,BRL,BOBR4,PN,8415.0,none
brazil,FII UBS (BR) OFFICE,FII UBS (BR) OFFICE,BRRECTCTF000,BRL,RECT11,FII/Unit,8333.0,none
brazil,Hoteis Othon,Hoteis Othon SA,BRHOOTACNPR9,BRL,HOOT4,PN,7978.0,none
brazil,FII KII REAL,FII KII REAL,BRKNRECTF006,BRL,KNRE11,FII/Unit,7825.0,none
brazil,UNIPAR ON,Unipar Carbocloro SA,BRUNIPACNOR7,BRL,UNIP3,ON,7793.0,none
brazil,Energisa ORD,Energisa SA ORD,BRENGIACNOR0,BRL,ENGI3,ON,7706.0,none
brazil,Pfizer Inc BDR,Pfizer Inc BDR,BRPFIZBDR006,BRL,PFIZ34,BDR,7287.0,none
brazil,CSHG JHSF Prime Offices,CSHG JHSF Prime Offices,BRHGJHCTF006,BRL,HGPO11,FII/Unit,6893.0,none
brazil,Banestes Pref,Banestes SA Banco do Estado do Espirito Santo Pref,BRBEESACNPR6,BRL,BEES4,PN,6876.0,none
brazil,JOAO FORTES ON,Joao Fortes Engenharia SA,BRJFENACNOR0,BRL,JFEN3,ON,6854.0,none
brazil,Brazilian Graveyard and Death Care Services FII,Brazilian Graveyard and Death Care Services FII,BRCARECTF000,BRL,CARE11,FII/Unit,6692.0,none
brazil,Barigui Rendimento Imobiliários I,Barigui Rendimento Imobiliários I,BRBARICTF003,BRL,BARI11,FII/Unit,6596.0,none
brazil,Citigroup Inc BDR,Citigroup Inc BDR,BRCTGPBDR000,BRL,CTGP34,BDR,6575.0,none
brazil,Haga Pref,Haga SA Industria e Comercio Pref,BRHAGAACNPR4,BRL,HAGA4,PN,6573.0,none
brazil,FII Vida Nova,FII Vida Nova,BRFIVNCTF009,BRL,FIVN11,FII/Unit,6467.0,none
brazil,CSHG Imobiliário FOF,CSHG Imobiliário FOF,BRHGFFCTF008,BRL,HGFF11,FII/Unit,6413.0,none
brazil,Banestes Recebiveis FII,Banestes Recebiveis Imobiliarios FII,BRBCRICTF009,BRL,BCRI11,FII/Unit,6381.0,none
brazil,Whirlpool SA,Whirlpool SA,BRWHRLACNOR5,BRL,WHRL3,ON,6081.0,none
brazil,Ourinvest JPP FII,Ourinvest JPP Fundo de Investimento Imobiliario FII,BROUJPCTF006,BRL,OUJP11,FII/Unit,5730.0,none
brazil,Telecomunicacoes Brasileira SA Pref,Telecomunicacoes Brasileiras SA Telebras Pref,BRTELBACNPR9,BRL,TELB4,PN,5592.0,none
brazil,GoPro BDR,GoPro Inc BDR,BRGPROBDR009,BRL,GPRO34,BDR,5573.0,none
brazil,FII ABSOLUTO,FII ABSOLUTO,BRBPFFCTF002,BRL,BPFF11,FII/Unit,5408.0,none
brazil,Refinaria de Petroleos,Refinaria de Petroleos de Manguinhos SA,BRRPMGACNOR9,BRL,RPMG3,ON,5321.0,none
brazil,FII Memorial Office,FII Memorial Office,BRFMOFCTF010,BRL,FMOF11,FII/Unit,5318.0,none
brazil,PATRIA EDIFICIOS CORPORATIVOS FII,PATRIA EDIFICIOS CORPORATIVOS FII,BRPATCCTF002,BRL,PATC11,FII/Unit,5312.0,none
brazil,Verizon Communications BDR,Verizon Communications Inc BDR,BRVERZBDR008,BRL,VERZ34,BDR,5124.0,none
brazil,Ouro Fino Saude Animal Particip,Ouro Fino Saude Animal Particip,BROFSAACNOR7,BRL,OFSA3,ON,5045.0,none
brazil,BlackRock DRC,BlackRock Inc DRC,BRBLAKBDR003,BRL,BLAK34,BDR,5016.0,none
brazil,Costco Wholesale DRC,Costco Wholesale Corp DRC,BRCOWCBDR006,BRL,COWC34,BDR,5013.0,none
brazil,Procter Gamble Co BDR,Procter & Gamble Co BDR,BRPGCOBDR001,BRL,PGCO34,BDR,4723.0,none
brazil,Bradesco Carteira Ativa FII,Bradesco Carteira Imobiliária Ativa FII,BRBCIACTF005,BRL,BCIA11,FII/Unit,4686.0,none
brazil,Home Depot Inc BDR,Home Depot Inc BDR,BRHOMEBDR002,BRL,HOME34,BDR,4654.0,none
brazil,Merck Co Inc BDR,Merck & Co Inc BDR,BRMRCKBDR003,BRL,MRCK34,BDR,4652.0,none
brazil,BANRISUL ON N1,Banco do Estado do Rio Grande do Sul SA,BRBRSRACNOR3,BRL,BRSR3,ON,4623.0,none
brazil,McDonalds Corp BDR,McDonalds Corp BDR,BRMCDCBDR000,BRL,MCDC34,BDR,4613.0,none
brazil,Wells Fargo Co BDR,Wells Fargo & Co BDR,BRWFCOBDR009,BRL,WFCO34,BDR,4566.0,none
brazil,Alupar Invest,Alupar Investimento SA,BRALUPACNOR8,BRL,ALUP3,ON,4487.0,none
brazil,CELESC PN,Celesc SA,BRCLSCACNPR3,BRL,CLSC4,PN,4360.0,none
brazil,Danaher Corp BDR,Danaher Corp,BRDHERBDR004,BRL,DHER34,BDR,4210.0,none
brazil,RODOBENSIMOB ON,Rodobens Negocios Imobiliarios SA,BRRDNIACNOR9,BRL,RDNI3,ON,4162.0,none
brazil,RENOVA UNT,Renova Energia SA Unit,BRRNEWCDAM15,BRL,RNEW11,FII/Unit,4081.0,none
brazil,FII XP Industrial,FII XP Industrial,BRXPINCTF004,BRL,XPIN11,FII/Unit,4036.0,none
brazil,Nutriplant,Nutriplant,BRNUTRACNOR0,BRL,NUTR3,ON,3845.0,none
brazil,Banco BTG Pactual,Banco BTG Pactual SA,BRBPACACNOR7,BRL,BPAC3,ON,3775.0,none
brazil,AbbVie DRC,AbbVie Inc,BRABBVBDR001,BRL,ABBV34,BDR,3737.0,none
brazil,Cisco Systems Inc BDR,Cisco Systems Inc BDR,BRCSCOBDR004,BRL,CSCO34,BDR,3613.0,none
brazil,Banco BTG Pactual Pref,Banco BTG Pactual SA Pref,BRBPACACNPA0,BRL,BPAC5,PNA,3598.0,none
brazil,FII Hotel Maxinvest,FII Hotel Maxinvest,BRHTMXCTF000,BRL,HTMX11,FII/Unit,3528.0,none
brazil,EMAE Pref,EMAE Empresa Metropolitana de Aguas e Energia SA,BREMAEACNPR1,BRL,EMAE4,PN,3473.0,none
brazil,Sansuy,Sansuy SA Industria de Plasticos,BRSNSYACNPA5,BRL,SNSY5,PNA,3412.0,none
brazil,FII XP MACAE,FII XP MACAE,BRXPCMCTF009,BRL,XPCM11,FII/Unit,3338.0,none
brazil,FII GEN SHOP,FII GEN SHOP,BRFIGSCTF009,BRL,FIGS11,FII/Unit,3290.0,none
brazil,Johnson Johnson BDR,Johnson & Johnson BDR,BRJNJBBDR002,BRL,JNJB34,BDR,3249.0,none
brazil,BRB Pref,BRB Banco de Brasilia SA Pref,BRBSLIACNPR2,BRL,BSLI4,PN,3243.0,none
brazil,MANGELS INDL PN,Mangels Industrial SA,BRMGELACNPR3,BRL,MGEL4,PN,3120.0,none
brazil,Campus Faria Lima FII,FI Imobiliario Campus Faria Lima,BRFCFLCTF009,BRL,FCFL11,FII/Unit,2951.0,none
brazil,Even Permuta Kinea,Even Permuta Kinea,BRKINPCTF001,BRL,KINP11,FII/Unit,2899.0,none
brazil,Minupar Participacoes,Minupar Participacoes SA,BRMNPRACNOR5,BRL,MNPR3,ON,2865.0,none
brazil,Caterpillar Inc BDR,Caterpillar Inc BDR,BRCATPBDR003,BRL,CATP34,BDR,2800.0,none
brazil,Cristal Pigmentos do Brasil Pref A,Cristal Pigmentos do Brasil SA Pref A,BRCRPGACNPA3,BRL,CRPG5,PNA,2598.0,none
brazil,FII A BRANCA,FII A BRANCA,BRFPABCTF011,BRL,FPAB11,FII/Unit,2463.0,none
brazil,General Motors,General Motors Co,BRGMCOBDR008,BRL,GMCO34,BDR,2443.0,none
brazil,FI Setoriais Fiset Pesca,Fundo de Investimentos Setoriais Fiset Pesca,BRFSPECTF017,BRL,FSPE11,FII/Unit,2400.0,none
brazil,ConocoPhillips DRC,ConocoPhillips DRC,BRCOPHBDR009,BRL,COPH34,BDR,2377.0,none
brazil,Goldman Sachs Group BDR,Goldman Sachs Group BDR,BRGSGIBDR008,BRL,GSGI34,BDR,2276.0,none
brazil,American Airlines DRC,American Airlines Group Inc DRC,BRAALLBDR003,BRL,AALL34,BDR,2271.0,none
brazil,GRAZZIOTIN ON,Grazziotin SA,BRCGRAACNOR2,BRL,CGRA3,ON,2206.0,none
brazil,Comcast Corp BDR,Comcast Corp BDR,BRCMCSBDR008,BRL,CMCS34,BDR,2177.0,none
brazil,WLM Industria e Comercio,WLM Industria e Comercio SA,BRWLMMACNPR3,BRL,WLMM4,PN,2157.0,none
brazil,CVS Health DRC,CVS Health Corp,BRCVSHBDR008,BRL,CVSH34,BDR,2119.0,none
brazil,American Express Co BDR,American Express Co BDR,BRAXPBBDR007,BRL,AXPB34,BDR,2098.0,none
brazil,GENERALSHOPP ON,General Shopping Brasil SA,BRGSHPACNOR7,BRL,GSHP3,ON,1962.0,none
brazil,United Parcel Service Inc,United Parcel Service Inc,BRUPSSBDR009,BRL,UPSS34,BDR,1932.0,none
brazil,OSX BRASIL ON,OSX Brasil SA,BROSXBACNOR8,BRL,OSXB3,ON,1893.0,none
brazil,FII SP DOWNT,FII SP DOWNT,BRSPTWCTF002,BRL,SPTW11,FII/Unit,1821.0,none
brazil,Haga Industria Comercio,Haga SA Industria e Comercio,BRHAGAACNOR7,BRL,HAGA3,ON,1798.0,none
brazil,FII RB II,FII RB II,BRRBRDCTF008,BRL,RBRD11,FII/Unit,1786.0,none
brazil,ATT Inc BDR,AT&T Inc BDR,BRATTBBDR007,BRL,ATTB34,BDR,1742.0,none
brazil,Dohler Pref,Dohler SA Pref,BRDOHLACNPR9,BRL,DOHL4,PN,1726.0,none
brazil,Telebras,Telecomunicacoes Brasileiras SA Telebras,BRTELBACNOR2,BRL,TELB3,ON,1721.0,none
brazil,Rede Energia,Rede Energia SA,BRREDEACNOR7,BRL,REDE3,ON,1656.0,none
brazil,FII Nossa Senhora De Lourdes,FII Nossa Senhora De Lourdes,BRNSLUCTF008,BRL,NSLU11,FII/Unit,1637.0,none
brazil,FI Imobiliario Votorantim Logistica,FI Imobiliario Votorantim Logistica,BRVTLTCTF001,BRL,VTLT11,FII/Unit,1629.0,none
brazil,Electro Aco Altona,Electro Aco Altona SA,BREALTACNOR4,BRL,EALT3,ON,1535.0,none
brazil,Metalurgica Riosulense,Metalurgica Riosulense SA,BRRSULACNPR3,BRL,RSUL4,PN,1514.0,none
brazil,FII Edificio Galeria,FI Imobiliario BM Edificio Galeria,BREDGACTF001,BRL,EDGA11,FII/Unit,1406.0,none
brazil,Morgan Stanley Bank AG,Morgan Stanley Bank AG,BRMSBRBDR008,BRL,MSBR34,BDR,1385.0,none
brazil,FII RIONEGRO,FII RIONEGRO,BRRNGOCTF003,BRL,RNGO11,FII/Unit,1380.0,none
brazil,Banese Pref,Banco do Estado de Sergipe SA Pref,BRBGIPACNPR8,BRL,BGIP4,PN,1378.0,none
brazil,3M Co BDR,3M Co BDR,BRMMMCBDR000,BRL,MMMC34,BDR,1344.0,none
brazil,CEDRO PN,CEDRO PN N1,BRCEDOACNPR5,BRL,CEDO4,PN,1265.0,none
brazil,Santanense Pref,Companhia Tecidos Santanense Pref,BRCTSAACNPR0,BRL,CTSA4,PN,1242.0,none
brazil,Ford Motor Co BDR,Ford Motor Co BDR,BRFDMOBDR008,BRL,FDMO34,BDR,1196.0,none
brazil,FII Banrisul Novas Fronteiras,FII Banrisul Novas Fronteiras,BRBNFSCTF000,BRL,BNFS11,FII/Unit,1164.0,none
brazil,Max Retail FII,Fundo de Investimento Imobiliario Max Retail FII,BRMAXRCTF009,BRL,MAXR11,FII/Unit,1137.0,none
brazil,Mundial,Mundial SA Produtos de Consumo,BRMNDLACNOR4,BRL,MNDL3,ON,1114.0,none
brazil,FII ABC IMOB,FII ABC IMOB,BRABCPCTF000,BRL,ABCP11,FII/Unit,1067.0,none
brazil,Kraft Heinz DRC,Kraft Heinz Co DRC,BRKHCBBDR007,BRL,KHCB34,BDR,1016.0,none
brazil,Floripa Shopping FII,Floripa Shopping FII,BRFLRPCTF006,BRL,FLRP11,FII/Unit,1009.0,none
brazil,FII VIA PARQUE SHOPPING,FII VIA PARQUE SHOPPING,BRFVPQCTF015,BRL,FVPQ11,FII/Unit,979.0,none
brazil,Brinquedos Estrela,Manufatura de Brinquedos Estrela SA,BRESTRACNPR0,BRL,ESTR4,PN,968.0,none
brazil,FII S F LIMA,FII S F LIMA,BRFLMACTF009,BRL,FLMA11,FII/Unit,904.0,none
brazil,SCP FII,SCP FII,BRSCPFCTF003,BRL,SCPF11,FII/Unit,870.0,none
brazil,Abbott Laboratories BDR,Abbott Laboratories BDR,BRABTTBDR007,BRL,ABTT34,BDR,852.0,none
brazil,FII BB CORP,FII BB CORP,BRBBRCCTF004,BRL,BBRC11,FII/Unit,824.0,none
brazil,Dtcom,Dtcom Direct to Company SA,BRDTCYACNOR5,BRL,DTCY3,ON,789.0,none
brazil,Xerox Corp BDR,Xerox Corp BDR,BRXRXBBDR005,BRL,XRXB34,BDR,758.0,none
brazil,COMGAS PNA,Companhia de Gas de Sao Paulo,BRCGASACNPA3,BRL,CGAS5,PNA,712.0,none
brazil,Novo Horizonte,Novo Horizonte,BRNVHOCTF003,BRL,NVHO11,FII/Unit,702.0,none
brazil,FII Castello Branco Office,FII Castello Branco Office,BRCBOPCTF001,BRL,CBOP11,FII/Unit,695.0,none
brazil,Mercantil do Brasil,Banco Mercantil do Brasil SA,BRBMEBACNOR8,BRL,BMEB3,ON,682.0,none
brazil,Baumer Pref,Baumer SA Pref,BRBALMACNPR2,BRL,BALM4,PN,653.0,none
brazil,FII Ceo Cyrela Commercial,FI Imobiliario CEO Cyrela Commercial Properties,BRCEOCCTF003,BRL,CEOC11,FII/Unit,650.0,none
brazil,Elektro Pref,Elektro Eletricidade e Servicos SA,BREKTRACNPR7,BRL,EKTR4,PN,650.0,none
brazil,Texas Instruments Inc BDR,Texas Instruments Inc BDR,BRTEXABDR003,BRL,TEXA34,BDR,605.0,none
brazil,Coelba,Companhia de Eletricidade do Estado da Bahia Coelba,BRCEEBACNOR3,BRL,CEEB3,ON,590.0,none
brazil,FII FATORFIX,FII FATORFIX,BRFIXXCTF004,BRL,FIXX11,FII/Unit,555.0,none
brazil,Santanense,Companhia Tecidos Santanense,BRCTSAACNOR3,BRL,CTSA3,ON,539.0,none
brazil,Duke Energy Intl Geracao Para,Duke Energy Intl Geracao Para,BRGEPAACNPR9,BRL,GEPA4,PN,521.0,none
brazil,Europa 105,Europa 105,BRERPACTF002,BRL,ERPA11,FII/Unit,502.0,none
brazil,Hewlett Packard Co BDR,Hewlett-Packard Co BDR,BRHPQBBDR006,BRL,HPQB34,BDR,489.0,none
brazil,The Mosaic Company BDR,The Mosaic Company BDR,BRMOSCBDR003,BRL,MOSC34,BDR,476.0,none
brazil,Colgate Palmolive Co BDR,Colgate-Palmolive Co BDR,BRCOLGBDR000,BRL,COLG34,BDR,469.0,none
brazil,Wetzel Pref,Wetzel SA Pref,BRMWETACNPR3,BRL,MWET4,PN,467.0,none
brazil,FI Imobiliario Votorantim Shopping,FI Imobiliario Votorantim Shopping,BRVSHOCTF002,BRL,VSHO11,FII/Unit,437.0,none
brazil,Excelsior Alimentos Pref,Excelsior Alimentos SA pref,BRBAUHACNPR3,BRL,BAUH4,PN,426.0,none
brazil,FII Anhanguera Educacional,FII Anhanguera Educacional,BRFAEDCTF003,BRL,FAED11,FII/Unit,420.0,none
brazil,Coty Inc BDR,Coty Inc BDR,BRCOTYBDR006,BRL,COTY34,BDR,409.0,none
brazil,Amgen Inc BDR,Amgen Inc BDR,BRAMGNBDR004,BRL,AMGN34,BDR,408.0,none
brazil,ArcelorMittal BDR,ArcelorMittal BDR,BRARMTBDR008,BRL,ARMT34,BDR,404.0,none
brazil,FIP Infra-Estr BB Votorantim Ener Sustentavel III,FIP Infra-Estr BB Votorantim Ener Sustentavel III A,BRESUTCTF000,BRL,ESUT11,FII/Unit,400.0,none
brazil,BTG Pactual Unit,BTG Pactual Participations Ltd Unit,BRPPLAUNT007,BRL,PPLA11,FII/Unit,400.0,none
brazil,Grupo RCFA,Grupo RCFA,BRRCFACTF007,BRL,RCFA11,FII/Unit,367.0,none
brazil,Macy’s,Macy’s Inc,BRMACYBDR000,BRL,MACY34,BDR,362.0,none
brazil,FII CX TRX,FII CX TRX,BRCXTLCTF003,BRL,CXTL11,FII/Unit,360.0,none
brazil,Panatlantica,Panatlantica SA,BRPATIACNOR6,BRL,PATI3,ON,342.0,none
brazil,FII Industrial do Brasil,FII Industrial do Brasil,BRFIIBCTF001,BRL,FIIB11,FII/Unit,339.0,none
brazil,Karsten Pref,Karsten SA Pref,BRCTKAACNPR7,BRL,CTKA4,PN,298.0,none
brazil,BNB,Banco do Nordeste do Brasil SA,BRBNBRACNOR8,BRL,BNBR3,ON,292.0,none
brazil,Alianca Bahia,Companhia de Participacoes Alianca da Bahia,BRPEABACNOR3,BRL,PEAB3,ON,282.0,none
brazil,CEEE-D ON,CEEE-D ON N1,BRCEEDACNOR9,BRL,CEED3,ON,278.0,none
brazil,Energisa MT,Energisa Mato Grosso Distribuidora de Energia SA,BRENMTACNOR5,BRL,ENMT3,ON,271.0,none
brazil,FII Caixa Rio Bravo,FII Caixa Rio Bravo,BRCXRICTF003,BRL,CXRI11,FII/Unit,258.0,none
brazil,FII C TEXTIL,FII C TEXTIL,BRCTXTCTF014,BRL,CTXT11,FII/Unit,251.0,none
brazil,Monteiro Aranha,Monteiro Aranha SA,BRMOARACNOR5,BRL,MOAR3,ON,246.0,none
brazil,Polo FII Recebiveis Imobiliarios I,Polo FII Recebiveis Imobiliarios I,BRPLRICTF000,BRL,PLRI11,FII/Unit,222.0,none
brazil,FII Torre Norte,Fundo de Investimento Imobiliario FII Torre Norte,BRTRNTCTF013,BRL,TRNT11,FII/Unit,218.0,none
brazil,General Electric Co BDR,General Electric Co BDR,BRGEOOBDR000,BRL,GEOO34,BDR,213.0,none
brazil,First Solar Inc,First Solar Inc,BRFSLRBDR001,BRL,FSLR34,BDR,188.0,none
brazil,Fundo Inves,FII Shopping West Plaza,BRWPLZCTF004,BRL,WPLZ11,FII/Unit,180.0,none
brazil,PLASCAR PART ON,Plascar Participacoes Industriais,BRPLASACNOR2,BRL,PLAS3,ON,176.0,none
brazil,Unipar Carbocloro Pref,Unipar Carbocloro SA Pref,BRUNIPACNPA0,BRL,UNIP5,PNA,171.0,none
brazil,Energisa Mato Grosso,Energisa Mato Grosso Distribuidora de Energia SA,BRENMTACNPR2,BRL,ENMT4,PN,167.0,none
brazil,The Western Union Company BDR,The Western Union Company BDR,BRWUNIBDR007,BRL,WUNI34,BDR,167.0,none
brazil,International Business Machines BDR,International Business Machines BDR,BRIBMBBDR003,BRL,IBMB34,BDR,155.0,none
brazil,Starbucks Corp BDR,Starbucks Corp BDR,BRSBUBBDR005,BRL,SBUB34,BDR,155.0,none
brazil,FII EUROPAR,FII EUROPAR,BREUROCTF011,BRL,EURO11,FII/Unit,154.0,none
brazil,Textil Renauxview Pref,Textil Renauxview SA Pref,BRTXRXACNPR0,BRL,TXRX4,PN,154.0,none
brazil,Alianca da Bahia Pref,Companhia de Participacoes Alianca da Bahia,BRPEABACNPR0,BRL,PEAB4,PN,154.0,none
brazil,Arconic BDR,Arconic Inc BDR,BRARNCBDR002,BRL,ARNC34,BDR,147.0,none
brazil,Mondelez International Inc BDR,Mondelez International Inc BDR,BRMDLZBDR002,BRL,MDLZ34,BDR,141.0,none
brazil,Ferbasa,Companhia de Ferro Ligas da Bahia Ferbasa,BRFESAACNOR8,BRL,FESA3,ON,139.0,none
brazil,FII Hospital da Crianca,Fundo de Investimento Imobiliario FII Hospital da Crianca,BRHCRICTF006,BRL,HCRI11,FII/Unit,134.0,none
brazil,METALFRIO ON,Metalfrio Solutions SA,BRFRIOACNOR2,BRL,FRIO3,ON,132.0,none
brazil,Alfa Holdings,Alfa Holdings SA,BRRPADACNOR1,BRL,RPAD3,ON,129.0,none
brazil,Afluente Transmissao de Energia,Afluente Transmissao de Energia Eletrica SA,BRAFLTACNOR1,BRL,AFLT3,ON,123.0,none
brazil,Gap,Gap Inc,BRGPSIBDR009,BRL,GPSI34,BDR,109.0,none
brazil,UBS BDR,UBS Group AG BDR,BRUBSGBDR004,BRL,UBSG34,BDR,109.0,none
brazil,Rio Paranapanema Energia,Rio Paranapanema Energia SA,BRGEPAACNOR2,BRL,GEPA3,ON,100.0,none
brazil,JPP Capital,JPP Capital,BRJPPCCTF001,BRL,JPPC11,FII/Unit,99.0,none
brazil,FII HIGIENOP,FII HIGIENOP,BRSHPHCTF008,BRL,SHPH11,FII/Unit,95.0,none
brazil,Ampla,Ampla Energia e Servicos SA,BRCBEEACNOR3,BRL,CBEE3,ON,95.0,none
brazil,Bank of New York Mellon Corp BDR,Bank of New York Mellon Corp,BRBONYBDR001,BRL,BONY34,BDR,95.0,none
brazil,Habitasul Pref,Companhia Habitasul de Participacoes,BRHBTSACNPA3,BRL,HBTS5,PNA,93.0,none
brazil,Baumer,Baumer SA,BRBALMACNOR5,BRL,BALM3,ON,93.0,none
brazil,Ross Stores DRC,Ross Stores Inc,BRROSTBDR006,BRL,ROST34,BDR,92.0,none
brazil,Panatlantica,Panatlantica SA,BRPATIACNPR3,BRL,PATI4,PN,90.0,none
brazil,Union Pacific,Union Pacific Corp,BRUPACBDR001,BRL,UPAC34,BDR,89.0,none
brazil,FII D PEDRO,FII D PEDRO,BRPQDPCTF004,BRL,PQDP11,FII/Unit,87.0,none
brazil,Schlumberger AG,Schlumberger AG,BRSLBGBDR003,BRL,SLBG34,BDR,85.0,none
brazil,Hedge Realty,Hedge Realty Devl Fdo Inv Imob Etf,BRHRDFCTF000,BRL,HRDF11,FII/Unit,84.0,none
brazil,Mercantil de Investimentos Pref,Banco Mercantil de Investimentos SA Pref,BRBMINACNPR1,BRL,BMIN4,PN,82.0,none
brazil,Comgas,Companhia de Gas de Sao Paulo Comgas,BRCGASACNOR0,BRL,CGAS3,ON,76.0,none
brazil,U.S. Bancorp DRC,U.S. Bancorp DRC,BRUSBCBDR003,BRL,USBC34,BDR,72.0,none
brazil,Josapar Joaquim Oliveira,Josapar Joaquim Oliveira SA Participacoes,BRJOPAACNOR5,BRL,JOPA3,ON,70.0,none
brazil,Banco do Estado de Sergipe,Banco do Estado de Sergipe SA,BRBGIPACNOR1,BRL,BGIP3,ON,68.0,none
brazil,COELCE ON,Cia Energetica do Ceara,BRCOCEACNOR0,BRL,COCE3,ON,62.0,none
brazil,Target Corp BDR,Target Corp,BRTGTBBDR004,BRL,TGTB34,BDR,61.0,none
brazil,Cristal Pigmentos do Brasil Pref B,Cristal Pigmentos do Brasil SA Pref B,BRCRPGACNPB1,BRL,CRPG6,PNB,60.0,none
brazil,Gilead Sciences DRC,Gilead Sciences Inc,BRGILDBDR000,BRL,GILD34,BDR,58.0,none
brazil,eBay Inc BDR,eBay Inc BDR,BREBAYBDR009,BRL,EBAY34,BDR,51.0,none
brazil,Bicicletas Monark,Bicicletas Monark SA,BRBMKSACNOR9,BRL,BMKS3,ON,51.0,none
brazil,MRS Logistica,MRS Logistica SA,BRMRSAACNOR6,BRL,MRSA3B,ON,50.0,none
brazil,FII RB Capital Desenvolvimento Residencial II,FII RB Capital Desenvolvimento Residencial II,BRRBDSCTF006,BRL,RBDS11,FII/Unit,50.0,none
brazil,Sao Paulo Turismo,Sao Paulo Turismo SA,BRAHEBACNOR0,BRL,AHEB3,ON,48.0,none
brazil,The Hershey Company BDR,The Hershey Company BDR,BRHSHYBDR001,BRL,HSHY34,BDR,47.0,none
brazil,Bristol Myers Squibb Company BDR,Bristol-Myers Squibb Company BDR,BRBMYBBDR000,BRL,BMYB34,BDR,46.0,none
brazil,Alfa Holdings Pref B,Alfa Holdings SA Pref B,BRRPADACNPB2,BRL,RPAD6,PNB,45.0,none
brazil,Bardella Pref,Bardella SA Industrias Mecanicas Pref,BRBDLLACNPR8,BRL,BDLL4,PN,43.0,none
brazil,Hospital Unimed Sul Capixaba,Hospital Unimed Sul Capixaba,BRHUSCCTF009,BRL,HUSC11,FII/Unit,42.0,none
brazil,SC 401,SC 401,BRFISCCTF008,BRL,FISC11,FII/Unit,41.0,none
