country,name,full_name,isin,currency,symbol,Type,Avg_Volume,Recommendation
brazil,MARFRIG ON,Marfrig Alimentos SA,BRMRFGACNOR0,BRL,MRFG3,ON,8374153.0,buy
brazil,Banco BTG,Banco BTG Pactual SA,BRBPACUNT006,BRL,BPAC11,FII/Unit,8371680.0,buy
brazil,SID NACIONAL ON,Cia Siderurgica Nacional SA,BRCSNAACNOR6,BRL,CSNA3,ON,8137241.0,underperform
brazil,LOCALIZA ON,Localiza Rent a Car SA,BRRENTACNOR4,BRL,RENT3,ON,7805229.0,strong_buy
brazil,ELETROBRAS ON,Centrais Eletricas Brasileiras SA,BRELETACNOR6,BRL,ELET3,ON,7674360.0,strong_buy
brazil,PETRORIO ON NM,Petro Rio SA,BRPRIOACNOR1,BRL,PRIO3,ON,7450486.0,buy
brazil,EQUATORIAL ON,Equatorial Energia SA,BREQTLACNOR0,BRL,EQTL3,ON,7127935.0,strong_buy
brazil,BRADESCO ON,Banco Bradesco SA,BRBBDCACNOR1,BRL,BBDC3,ON,6564729.0,none
brazil,BRADESCO ON,Banco Bradesco,BRBBDCACNOR1,BRL,BBDC3,ON,6564729.0,none
brazil,BBSEGURIDADE ON NM,BB Seguridade Participacoes SA,BRBBSEACNOR5,BRL,BBSE3,ON,6339653.0,buy
brazil,ULTRAPAR ON NM,Ultrapar Participacoes SA,BRUGPAACNOR8,BRL,UGPA3,ON,6316349.0,buy
brazil,GERDAU MET PN,Metalurgica Gerdau SA,BRGOAUACNPR8,BRL,GOAU4,PN,6038050.0,buy
brazil,EMBRAER ON,Embraer SA,BREMBRACNOR4,BRL,EMBR3,ON,5882816.0,hold
brazil,Anima ON,Anima ON,BRANIMACNOR6,BRL,ANIM3,ON,5790287.0,buy
brazil,Santos Brasil Participacoes,Santos Brasil Participacoes SA,BRSTBPACNOR3,BRL,STBP3,ON,5539223.0,buy
brazil,CYRELA REALT ON,Cyrela Brazil Realty SA,BRCYREACNOR7,BRL,CYRE3,ON,5427472.0,buy
brazil,COPEL ON,Cia Paranaense de Energia,BRCPLEACNOR8,BRL,CPLE3,ON,4828044.0,strong_buy
brazil,KLABIN S/A UNT N2,Klabin Unt,BRKLBNCDAM18,BRL,KLBN11,FII/Unit,4764761.0,buy
brazil,Suzano Papel Celulose,Suzano Papel e Celulose SA,BRSUZBACNOR0,BRL,SUZB3,ON,4648512.0,strong_buy
brazil,TELEF BRASIL ON,Telefonica Brasil SA,BRVIVTACNOR0,BRL,VIVT3,ON,4497773.0,buy
brazil,DIRECIONAL ON,Direcional Engenharia SA,BRDIRRACNOR0,BRL,DIRR3,ON,4494309.0,strong_buy
brazil,Movida Participacoes,Movida Participacoes SA,BRMOVIACNOR0,BRL,MOVI3,ON,4461178.0,none
brazil,BRASKEM PNA,Braskem SA,BRBRKMACNPA4,BRL,BRKM5,PNA,4231443.0,hold
brazil,Hapvida,Hapvida Participacoes e Investimentos,BRHAPVACNOR4,BRL,HAPV3,ON,4189866.0,strong_buy
brazil,YDUQS Part ON,YDUQS Part ON,BRYDUQACNOR3,BRL,YDUQ3,ON,3891852.0,buy
brazil,ECORODOVIAS ON,EcoRodovias SA,BRECORACNOR8,BRL,ECOR3,ON,3825444.0,buy
brazil,JHSF PART ON,JHSF Participacoes SA,BRJHSFACNOR2,BRL,JHSF3,ON,3761886.0,none
brazil,C A Modas SA,C A Modas SA,BRCEABACNOR1,BRL,CEAB3,ON,3698175.0,strong_buy
brazil,FLEURY ON,Fleury SA,BRFLRYACNOR5,BRL,FLRY3,ON,3505220.0,hold
brazil,RANDON PART PN,Randon Participacoes SA,BRRAPTACNPR4,BRL,RAPT4,PN,3460481.0,buy
brazil,MULTIPLAN ON,Multiplan SA,BRMULTACNOR5,BRL,MULT3,ON,3438552.0,none
brazil,Recrusul Pref,Recrusul SA Pref,BRRCSLACNPR1,BRL,RCSL4,PN,3015663.0,none
brazil,SABESP ON,Cia de Saneamento Basico do Estado,BRSBSPACNOR5,BRL,SBSP3,ON,2916335.0,buy
brazil,COPASA ON,Cia de Saneamento de Minas Gerais,BRCSMGACNOR5,BRL,CSMG3,ON,2912856.0,hold
brazil,Vivara,Vivara Participacoes SA,BRVIVAACNOR0,BRL,VIVA3,ON,2885646.0,buy
brazil,BRADESPAR PN,Bradespar SA,BRBRAPACNPR2,BRL,BRAP4,PN,2827727.0,hold
brazil,TOTVS ON,Totvs SA,BRTOTSACNOR8,BRL,TOTS3,ON,2807840.0,buy
brazil,OI ON N1,Oi SA,BROIBRACNOR1,BRL,OIBR3,ON,2784461.0,none
brazil,HYPERMARCAS ON,Hypermarcas SA,BRHYPEACNOR0,BRL,HYPE3,ON,2662998.0,buy
brazil,SANTANDER BR UNT,Banco Santander Brasil SA Unit,BRSANBCDAM13,BRL,SANB11,FII/Unit,2553730.0,buy
brazil,KLABIN S/A PN,Klabin SA,BRKLBNACNPR9,BRL,KLBN4,PN,2523346.0,none
brazil,Azevedo & Travassos Pref,Azevedo & Travassos SA Pref,BRAZEVACNPR7,BRL,AZEV4,PN,2513070.0,none
brazil,PORTO SEGURO ON,Porto Seguro SA,BRPSSAACNOR7,BRL,PSSA3,ON,2440824.0,buy
brazil,GRENDENE ON,Grendene SA,BRGRNDACNOR3,BRL,GRND3,ON,2354732.0,none
brazil,Energisa,Energisa SA,BRENGICDAM16,BRL,ENGI11,FII/Unit,2303301.0,buy
brazil,QUALICORP ON,Qualicorp SA,BRQUALACNOR6,BRL,QUAL3,ON,2010527.0,hold
brazil,BANCO PAN SA PN,Banco Pan SA,BRBPANACNPR1,BRL,BPAN4,PN,2007880.0,buy
brazil,SAO MARTINHO ON,Sao Martinho SA,BRSMTOACNOR3,BRL,SMTO3,ON,1995036.0,buy
brazil,SLC AGRICOLA ON,SLC Agricola SA,BRSLCEACNOR2,BRL,SLCE3,ON,1926481.0,hold
brazil,Tenda,Construtora Tenda SA,BRTENDACNOR4,BRL,TEND3,ON,1809983.0,buy
brazil,ALPARGATAS PN,Alpargatas SA,BRALPAACNPR7,BRL,ALPA4,PN,1783136.0,buy
brazil,HELBOR ON,Helbor Empreendimentos SA,BRHBORACNOR3,BRL,HBOR3,ON,1778221.0,hold
brazil,TAESA UNT,TAESA UNT N2,BRTAEECDAM10,BRL,TAEE11,FII/Unit,1731775.0,underperform
brazil,ELETROBRAS PNB,Centrais Eletricas Brasileiras SA,BRELETACNPB7,BRL,ELET6,PNB,1680660.0,strong_buy
brazil,Tesla Motors DRC,Tesla Motors Inc DRC,BRTSLABDR008,BRL,TSLA34,BDR,1632156.0,none
brazil,Azevedo Travassos,Azevedo & Travassos SA,BRAZEVACNOR0,BRL,AZEV3,ON,1568587.0,none
brazil,ODONTOPREV ON,Odontoprev SA,BRODPVACNOR4,BRL,ODPV3,ON,1499740.0,hold
brazil,NEOENERGIA,NEOENERGIA SA,BRNEOEACNOR3,BRL,NEOE3,ON,1487410.0,buy
brazil,CPFL ENERGIAON NM,CPFL Energia SA,BRCPFEACNOR0,BRL,CPFE3,ON,1343190.0,hold
brazil,EZTEC ON,Ez Tec SA,BREZTCACNOR0,BRL,EZTC3,ON,1311820.0,none
brazil,LIGHT S/A ON,Light SA,BRLIGTACNOR2,BRL,LIGT3,ON,1278852.0,hold
brazil,BANRISUL PNB,BANRISUL PNB N1,BRBRSRACNPB4,BRL,BRSR6,PNB,1242898.0,hold
brazil,Parana Sanepar Unit,Companhia de Saneamento do Parana Sanepar Unit,BRSAPRCDAM13,BRL,SAPR11,FII/Unit,1199693.0,hold
brazil,DASA ON,Diagnosticos da America SA,BRDASAACNOR1,BRL,DASA3,ON,1187180.0,hold
brazil,KEPLER WEBER ON,Kepler Weber SA,BRKEPLACNOR1,BRL,KEPL3,ON,1174155.0,none
brazil,FII MAXI REN,FII MAXI REN,BRMXRFCTF008,BRL,MXRF11,FII/Unit,1121634.0,none
brazil,ENGIE BRASILON NM,Engie Brasil Energia SA,BREGIEACNOR9,BRL,EGIE3,ON,1099629.0,underperform
brazil,Camil Alimentos,Camil Alimentos SA,BRCAMLACNOR3,BRL,CAML3,ON,1096983.0,buy
brazil,IOCHP-MAXION ON,Iochpe-Maxion SA,BRMYPKACNOR7,BRL,MYPK3,ON,1096484.0,buy
brazil,Companhia de Saneamento,Companhia de Saneamento do Parana Sanepar,BRSAPRACNPR6,BRL,SAPR4,PN,1056409.0,none
brazil,Vulcabras Azaleia,Vulcabras Azaleia SA,BRVULCACNOR2,BRL,VULC3,ON,982658.0,strong_buy
brazil,Guararapes Confeccoes ON,Guararapes Confeccoes SA,BRGUARACNOR4,BRL,GUAR3,ON,973535.0,buy
brazil,Alupar Invest Unit,Alupar Investimento SA Unit,BRALUPCDAM15,BRL,ALUP11,FII/Unit,911373.0,buy
brazil,MILLS ON,MILLS ON EJ NM,BRMILSACNOR2,BRL,MILS3,ON,873012.0,none
brazil,POSITIVO INF ON,Positivo Informatica SA,BRPOSIACNOR9,BRL,POSI3,ON,838918.0,buy
brazil,IRB Brasil Resseguros,IRB Brasil Resseguros SA,BRIRBRACNOR4,BRL,IRBR3,ON,712201.0,buy
brazil,Tupy ON,Tupy ON,BRTUPYACNOR1,BRL,TUPY3,ON,706224.0,hold
brazil,Celulose Irani,Celulose Irani SA,BRRANIACNOR5,BRL,RANI3,ON,668843.0,strong_buy
brazil,EVEN ON,Even Construtora e Incorporadora SA,BREVENACNOR8,BRL,EVEN3,ON,665923.0,hold
brazil,USIMINAS ON,Usinas Siderurgicas de Minas Gerais,BRUSIMACNOR3,BRL,USIM3,ON,649101.0,none
brazil,Ser Educa ON,Ser Educa ON,BRSEERACNOR5,BRL,SEER3,ON,642833.0,buy
brazil,M.DIASBRANCO ON,M Dias Branco SA,BRMDIAACNOR7,BRL,MDIA3,ON,593893.0,hold
brazil,ITAUUNIBANCO ON,Itau Unibanco Holding SA ON,BRITUBACNOR4,BRL,ITUB3,ON,589644.0,none
brazil,Schulz SA,Schulz SA,BRSHULACNPR4,BRL,SHUL4,PN,585140.0,none
brazil,JSL ON,JSL SA,BRJSLGACNOR2,BRL,JSLG3,ON,570521.0,none
brazil,FERBASA PN,Cia de Ferro Ligas da Bahia Ferbasa,BRFESAACNPR5,BRL,FESA4,PN,548016.0,none
brazil,VALORA RE III FII,VALORA RE III FI IMOBILIARIO,BRVGIRCTF008,BRL,VGIR11,FII/Unit,524544.0,none
brazil,Intel Corp BDR,Intel Corp BDR,BRITLCBDR005,BRL,ITLC34,BDR,490225.0,none
brazil,GGR Covepi Renda FII,GGR Covepi Renda Fundo de Investimento Imobiliario,BRGGRCCTF002,BRL,GGRC11,FII/Unit,485619.0,none
brazil,Banco BMG ON,Banco BMG ON,BRBMGBACNPR0,BRL,BMGB4,PN,481757.0,none
brazil,KLABIN S/A ON N2,Klabin SA,BRKLBNACNOR2,BRL,KLBN3,ON,480943.0,none
brazil,GAFISA ON,Gafisa SA,BRGFSAACNOR3,BRL,GFSA3,ON,474832.0,none
brazil,Fras Le SA,Fras Le SA,BRFRASACNOR0,BRL,FRAS3,ON,466121.0,buy
brazil,Taurus Armas PN,Taurus Armas PN,BRTASAACNPR4,BRL,TASA4,PN,434804.0,none
brazil,Mercadolibre BDR,Mercadolibre Inc BDR,BRMELIBDR006,BRL,MELI34,BDR,429540.0,none
brazil,TRISUL ON,Trisul SA,BRTRISACNOR4,BRL,TRIS3,ON,426289.0,none
brazil,MARCOPOLO ON,Marcopolo SA,BRPOMOACNOR0,BRL,POMO3,ON,387727.0,none
brazil,ABC BRASIL PN,Banco ABC Brasil SA,BRABCBACNPR4,BRL,ABCB4,PN,384541.0,buy
brazil,PARANAPANEMA ON,Paranapanema SA,BRPMAMACNOR3,BRL,PMAM3,ON,381340.0,none
brazil,Amazon.com Inc BDR,Amazon.com Inc BDR,BRAMZOBDR002,BRL,AMZO34,BDR,362928.0,none
brazil,PINE PN,Banco Pine SA,BRPINEACNPR8,BRL,PINE4,PN,321006.0,none
brazil,Dimed,Dimed SA Distribuidora De Medicamentos,BRPNVLACNOR9,BRL,PNVL3,ON,317869.0,buy
brazil,FII RBR ALPHA Fundo,FII RBR ALPHA Fundo de Fundos,BRRBRFCTF003,BRL,RBRF11,FII/Unit,304757.0,none
brazil,Log Commercial Properties,Log Commercial Properties e Participacoes SA,BRLOGGACNOR7,BRL,LOGG3,ON,302993.0,none
brazil,International Meal Company,International Meal Company,BRMEALACNOR9,BRL,MEAL3,ON,281424.0,none
brazil,METAL LEVE ON,Mahle-Metal Leve SA,BRLEVEACNOR2,BRL,LEVE3,ON,269320.0,none
brazil,Apple Inc BDR,Apple Inc BDR,BRAAPLBDR004,BRL,AAPL34,BDR,261995.0,none
brazil,VALID ON,VALID ON NM,BRVLIDACNOR5,BRL,VLID3,ON,245121.0,none
brazil,Alphabet A BDR,Alphabet Inc A BDR,BRGOGLBDR001,BRL,GOGL34,BDR,236305.0,none
brazil,FII Rio Bravo Rendo Varejo,FII Rio Bravo Rendo Varejo,BRRBVACTF006,BRL,RBVA11,FII/Unit,234216.0,none
brazil,LOJAS MARISA ON,Marisa Lojas SA,BRAMARACNOR4,BRL,AMAR3,ON,232721.0,none
brazil,Hedge Top Fofii 3 FII,Hedge Top Fofii 3 Fundo De Investimento Imobiliario,,BRL,HFOF11,FII/Unit,229506.0,none
brazil,TEGMA ON,Tegma Gestao Logistica,BRTGMAACNOR7,BRL,TGMA3,ON,222223.0,none
brazil,PROFARMA ON,PROFARMA ON NM,BRPFRMACNOR1,BRL,PFRM3,ON,211149.0,none
brazil,SANEPAR ON N2,Companhia de Saneamento do Parana Sanepar,BRSAPRACNOR9,BRL,SAPR3,ON,195518.0,none
brazil,UNIPAR PNB,Unipar Carbocloro SA,BRUNIPACNPB8,BRL,UNIP6,PNB,191321.0,buy
brazil,PORTOBELLO ON,Portobello SA,BRPTBLACNOR8,BRL,PTBL3,ON,182004.0,none
brazil,CEMIG ON,Cia Energetica de Minas Gerais,BRCMIGACNOR6,BRL,CMIG3,ON,161766.0,none
brazil,BRASILAGRO ON,BrasilAgro - Co ON NM,BRAGROACNOR7,BRL,AGRO3,ON,150375.0,none
brazil,Alianza Trust Renda Imobiliaria,Alianza Trust Renda Imobiliaria FII,BRALZRCTF006,BRL,ALZR11,FII/Unit,144255.0,none
brazil,Recrusul,Recrusul SA,BRRCSLACNOR4,BRL,RCSL3,ON,142503.0,none
brazil,ITAUSA ON,Itausa - Investimentos Itau SA,BRITSAACNOR0,BRL,ITSA3,ON,134067.0,none
brazil,LOPES BRASIL ON,LPS Brasil Consultoria de Imoveis,BRLPSBACNOR0,BRL,LPSB3,ON,131984.0,none
brazil,INDS ROMI ON,Industrias Romi SA,BRROMIACNOR8,BRL,ROMI3,ON,122752.0,none
brazil,FII KINEA RI,FII KINEA RI,BRKNCRCTF000,BRL,KNCR11,FII/Unit,122373.0,none
brazil,CSHG Brasil Shopping,CSHG Brasil Shopping,BRHGBSCTF000,BRL,HGBS11,FII/Unit,121769.0,none
brazil,Renova Energia Pref,Renova Energia SA Pref,BRRNEWACNPR5,BRL,RNEW4,PN,119658.0,none
brazil,TAEE Pref,Transmissora Alianca de Energia Eletrica SA Pref,BRTAEEACNPR6,BRL,TAEE4,PN,119587.0,none
brazil,Microsoft Corp BDR,Microsoft Corp BDR,BRMSFTBDR005,BRL,MSFT34,BDR,115920.0,none
brazil,VIVER ON,Viver Incorporadora e Construtora,BRVIVRACNOR4,BRL,VIVR3,ON,107872.0,none
brazil,FII Cenesp,Fundo de Investimento Imobiliario FII Cenesp,BRCNESCTF001,BRL,CNES11,FII/Unit,105503.0,none
brazil,ETERNIT ON,Eternit SA,BRETERACNOR3,BRL,ETER3,ON,101598.0,none
brazil,Polo FII Recebiveis Imobiliarios II,Polo FII Recebiveis Imobiliarios II,BRPORDCTF005,BRL,PORD11,FII/Unit,97322.0,none
brazil,Kinea Private Equity,Kinea Private Equity Investimentos SA,BRKNIPCTF001,BRL,KNIP11,FII/Unit,90669.0,none
brazil,LUPATECH ON,Lupatech SA,BRLUPAACNOR8,BRL,LUPA3,ON,90067.0,none
brazil,IRIDIUM RECEBÍVEIS IMOBILIÁRIOS,IRIDIUM RECEBÍVEIS IMOBILIÁRIOS,BRIRDMCTF004,BRL,IRDM11,FII/Unit,74758.0,none
brazil,SANTANDER BRPN,Banco Santander Brasil SA,BRSANBACNPR5,BRL,SANB4,PN,73381.0,none
brazil,Centro de Imagem Diagnosticos,Centro de Imagem Diagnosticos SA,BRAALRACNOR6,BRL,AALR3,ON,66655.0,none
brazil,TAEE 3,Transmissora Alianca de Energia Eletrica SA,BRTAEEACNOR9,BRL,TAEE3,ON,66301.0,none
brazil,TECNISA ON,Tecnisa SA,BRTCSAACNOR3,BRL,TCSA3,ON,63769.0,none
brazil,The Coca Cola Co BDR,The Coca-Cola Co BDR,BRCOCABDR002,BRL,COCA34,BDR,56240.0,none
brazil,Renova Energia,Renova Energia SA,BRRNEWACNOR8,BRL,RNEW3,ON,55318.0,none
brazil,SANTANDER BRON,Banco Santander SA B3,BRSANBACNOR8,BRL,SANB3,ON,55073.0,none
brazil,Netflix Inc DRC,Netflix Inc DRC,BRNFLXBDR000,BRL,NFLX34,BDR,52484.0,none
brazil,FII TG Ativo Real,FII TG Ativo Real,BRTGARCTF009,BRL,TGAR11,FII/Unit,52040.0,none
brazil,TIME FOR FUN ON,T4F Entretenimento SA,BRSHOWACNOR7,BRL,SHOW3,ON,50593.0,none
brazil,TECHNOS ON,Technos SA,BRTECNACNOR6,BRL,TECN3,ON,50492.0,none
brazil,HSI Malls FII,HSI Malls Fundo de Investimento Imobiliario,BRHSMLCTF007,BRL,HSML11,FII/Unit,47482.0,none
brazil,Wal Mart Stores Inc BDR,Wal Mart Stores Inc BDR,BRWALMBDR005,BRL,WALM34,BDR,45942.0,none
brazil,FII CSHG LOG,FII CSHG LOG,BRHGLGCTF004,BRL,HGLG11,FII/Unit,42651.0,none
brazil,SAO CARLOS ON,SAO CARLOS ON NM,BRSCARACNOR7,BRL,SCAR3,ON,40558.0,none
brazil,UNICASA ON,UNICASA Industria de Moveis SA,BRUCASACNOR1,BRL,UCAS3,ON,38023.0,none
brazil,FII KINEA,FII KINEA,BRKNRICTF007,BRL,KNRI11,FII/Unit,37311.0,none
brazil,GERDAU MET ON,Metalurgica Gerdau SA,BRGOAUACNOR1,BRL,GOAU3,ON,37052.0,none
brazil,KINEA HIGH YIELD CRI FII,KINEA HIGH YIELD CRI FII,BRKNHYCTF005,BRL,KNHY11,FII/Unit,35677.0,none
brazil,Berkshire Hathaway BDR,Berkshire Hathaway Inc BDR,BRBERKBDR002,BRL,BERK34,BDR,35416.0,none
brazil,EUCATEX PN,Eucatex SA Industria e Comercio,BREUCAACNPR8,BRL,EUCA4,PN,35392.0,none
brazil,INEPAR ON,Inepar SA Industria e Construcoes,BRINEPACNOR1,BRL,INEP3,ON,35001.0,none
brazil,Vinci Shopping Centers FII,Vinci Shopping Centers Fundo de Investimento Imobiliario FII,BRVISCCTF005,BRL,VISC11,FII/Unit,34625.0,none
brazil,BRADESPAR ON,Bradespar SA,BRBRAPACNOR5,BRL,BRAP3,ON,33967.0,none
brazil,Hectare Ce Fdo Inv Imob,Hectare Ce Fdo Inv Imob Reit,,BRL,HCTR11,FII/Unit,33884.0,none
brazil,RBR Private Crédito Imobiliário,RBR Private Crédito Imobiliário,BRRBRYCTF004,BRL,RBRY11,FII/Unit,33881.0,none
brazil,FII BC FUND,FII BC FUND,BRBRCRCTF000,BRL,BRCR11,FII/Unit,33712.0,none
brazil,FII RBR Rendimento High Grade,FII RBR Rendimento High Grade,BRRBRRCTF008,BRL,RBRR11,FII/Unit,32730.0,none
brazil,XP LOG FII,XP LOG FDO INV IMOB CF,BRXPLGCTF002,BRL,XPLG11,FII/Unit,31886.0,none
brazil,FII JS REAL,FII JS REAL,BRJSRECTF007,BRL,JSRE11,FII/Unit,31541.0,none
brazil,Vbi Cri,Fi Imobiliario Vbi Cri,BRCVBICTF001,BRL,CVBI11,FII/Unit,30484.0,none
brazil,FII CSHG CRI,FII CSHG CRI,BRHGCRCTF000,BRL,HGCR11,FII/Unit,29300.0,none
brazil,CSHG RENDA URBANA FII,CSHG RENDA URBANA FII,BRHGRUCTF002,BRL,HGRU11,FII/Unit,27872.0,none
brazil,BRASKEM ON,Braskem SA,BRBRKMACNOR1,BRL,BRKM3,ON,27866.0,none
brazil,RANDON PART ON,Randon Participacoes SA,BRRAPTACNOR7,BRL,RAPT3,ON,26678.0,none
brazil,Salesforce.com DRC,Salesforce com Inc DRC,BRSSFOBDR003,BRL,SSFO34,BDR,26419.0,none
brazil,GERDAU ON,Gerdau SA,BRGGBRACNOR1,BRL,GGBR3,ON,26038.0,none
brazil,Biomm On,Biomm On,BRBIOMACNOR2,BRL,BIOM3,ON,24186.0,none
brazil,Bank of America Corp BDR,Bank of America Corp BDR,BRBOACBDR004,BRL,BOAC34,BDR,23901.0,none
brazil,Walt Disney Co BDR,Walt Disney Co BDR,BRDISBBDR006,BRL,DISB34,BDR,23663.0,none
brazil,JPMorgan Chase Co BDR,JPMorgan Chase & Co BDR,BRJPMCBDR009,BRL,JPMC34,BDR,23117.0,none
brazil,Eli Lilly and Co BDR,Eli Lilly and Co BDR,BRLILYBDR006,BRL,LILY34,BDR,22399.0,none
brazil,NCH Brasil Recebíveis Imobiliários,NCH Brasil Recebíveis Imobiliários,BRNCHBCTF000,BRL,NCHB11,FII/Unit,21579.0,none
brazil,Trevisa Invest,Trevisa Investimentos SA,BRLUXMACNPR4,BRL,LUXM4,PN,21146.0,none
brazil,LOG-IN ON,Log-in Logistica Intermodal SA,BRLOGNACNOR3,BRL,LOGN3,ON,20901.0,none
brazil,Exxon Mobil Corp BDR,Exxon Mobil Corp BDR,BREXXOBDR006,BRL,EXXO34,BDR,20235.0,none
brazil,FII FATOR VE,FII FATOR VE,BRVRTACTF008,BRL,VRTA11,FII/Unit,20160.0,none
brazil,Oracle Corp BDR,Oracle Corp BDR,BRORCLBDR007,BRL,ORCL34,BDR,20106.0,none
brazil,VINCI LOGISTICA FII,VINCI LOGISTICA FII,BRVILGCTF001,BRL,VILG11,FII/Unit,20046.0,none
brazil,RBR Properties,RBR Properties,BRRBRPCTF002,BRL,RBRP11,FII/Unit,19852.0,none
brazil,INEPAR PN,Inepar SA Industria e Construcoes,BRINEPACNPR8,BRL,INEP4,PN,19526.0,none
brazil,Electro Aco Altona Pref,Electro Aco Altona SA,BREALTACNPR1,BRL,EALT4,PN,19084.0,none
brazil,Santander Papeis Imobiliários CDI,Santander Papeis Imobiliários CDI,BRSADICTF007,BRL,SADI11,FII/Unit,19027.0,none
brazil,Nike Inc BDR,Nike Inc BDR,BRNIKEBDR006,BRL,NIKE34,BDR,18289.0,none
brazil,Mercantil do Brasil Pref,Banco Mercantil do Brasil SA Pref,BRBMEBACNPR5,BRL,BMEB4,PN,17900.0,none
brazil,Taurus Armas ON,Taurus Armas ON,BRTASAACNOR7,BRL,TASA3,ON,17775.0,none
brazil,OI PN,Oi SA Pref,BROIBRACNPR8,BRL,OIBR4,PN,17640.0,none
brazil,TRIUNFO PART ON,TRIUNFO PART ON NM,BRTPISACNOR8,BRL,TPIS3,ON,16530.0,none
brazil,Whirlpool Pref,Whirlpool SA Pref,BRWHRLACNPR2,BRL,WHRL4,PN,16426.0,none
brazil,Thermo Fisher Scientific,Thermo Fisher Scientific Inc,BRTMOSBDR007,BRL,TMOS34,BDR,16237.0,none
brazil,Banestes,Banestes SA Banco do Estado do Espirito Santo,BRBEESACNOR9,BRL,BEES3,ON,15985.0,none
brazil,PETTENATI PN,Pettenati SA Industria Textil,BRPTNTACNPR3,BRL,PTNT4,PN,15127.0,none
brazil,GRAZZIOTIN PN,Grazziotin SA,BRCGRAACNPR9,BRL,CGRA4,PN,14793.0,none
brazil,FII HG REAL,FII HG REAL,BRHGRECTF006,BRL,HGRE11,FII/Unit,13720.0,none
